sol,Gen_at_10_1_kw,Gen_at_26_1_kw,Gen_at_65_1_kw,Gen_at_66_1_kw,Gen_at_69_1_kw,Gen_at_80_1_kw,Gen_at_25_1_kw,Gen_at_49_1_kw,Gen_at_59_1_kw,Gen_at_61_1_kw,Gen_at_100_1_kw,Gen_at_12_1_kw,Gen_at_31_1_kw,Gen_at_46_1_kw,Gen_at_54_1_kw,Gen_at_87_1_kw,Gen_at_103_1_kw,Gen_at_111_1_kw,cost_dh,voltage_deviation_pu,emissions_ton_h
11,237408.269948008,310066.3192479058,226269.45204571728,263418.31432161294,250981.5532599317,172885.30959543277,145219.67584202503,210414.17059876857,190797.53397544287,145573.1534961646,175031.7823157186,97148.7750255818,93975.98178439465,68470.38965356271,24614.26479516414,3172.384003815263,19698.89436954633,44673.76563006164,11382.10141968602,1.9800386874641585,29613.421335881045
12,223608.57999314103,229405.41081760402,348921.07477380417,273537.19376536895,681993.4995785184,149296.5283532692,144369.9035505338,109440.02727930577,123081.142054158,56094.19074531061,180983.59517597142,96291.5167571244,16348.954938066137,9198.84073845909,28713.921044693656,6335.235783778347,20695.35161534378,15237.230540734725,10248.945189377375,2.1481552324584268,50422.1657616053
13,223608.57999314103,233188.2319526857,348375.3590474667,278298.77235720516,708719.3651604865,147230.3900911403,130819.40853433724,108410.15838941201,123841.29406604766,59054.85317749895,180766.40958701883,96302.22816555583,16204.738200983822,9000.08189825679,24377.40824945039,8442.89064753403,22987.433472974204,12507.021443990448,10357.928534171639,1.829977909740752,52520.92901865647
14,383821.8383548573,404463.7587508987,360706.63039716915,273393.1674334429,681296.3838329816,558801.9625717006,144417.93648825993,207452.45086548815,140120.48283570705,56196.389444808454,174547.5135269108,142674.1723117289,45586.594146191346,29038.144793981377,23976.867383850404,57087.82459320909,22350.49793957476,15004.91651729537,15677.373489413172,0.2069962374198674,77801.84332196666
15,177251.99775893608,313729.59245191823,242839.04950448006,249194.50741211785,229603.6272124364,148174.89767121273,100268.31549830272,210142.22528175148,118709.95272450747,142981.55682127154,346611.7994960498,139214.49075099043,92272.18392553802,71138.86356704011,138610.52788823313,49654.03351497437,127829.87641584502,14467.0338062954,14582.962529868355,0.6122762809271859,31666.87794603515
16,378480.29940793314,312528.5918356332,348660.21031534014,256357.51728710267,710163.02161881,339735.2226840631,215438.20258288874,279790.8251752831,126897.61756279292,54295.45251270436,183729.6659095296,144062.09208960508,46441.30843598999,68533.63622892498,97953.85514789194,50487.24694754631,93555.72082608094,13236.659871029553,16725.797221920573,0.21954606314077252,70498.69401028397
17,225479.9552174554,250270.33386293362,92452.97848198641,258122.84600236797,571683.8095787026,411494.3850209604,131256.6083008648,50316.18688825584,122484.22819201366,104672.89371101857,181050.83511422033,142813.48873784966,17796.361436883602,29460.270594229198,22444.576104996355,5568.8851619426805,45128.60425064388,19019.312169545225,10432.58233918648,2.280807494961366,42586.81689563417
18,391105.63217160467,313302.030359347,348320.059737597,96539.28562201049,253783.12080016593,148236.57532426415,185766.45966998406,285349.88743049727,87749.29991988325,60512.531810946355,180951.17586066222,143711.60108115253,46977.22722166766,24640.43040757477,22419.665665971123,5752.776976549545,14636.518665083975,12425.844252344283,10563.748951202113,3.28909862285769,36084.78660787203
19,378480.29940793314,312528.5918356332,348660.21031534014,256337.25622520925,710163.02161881,339735.2226840631,215438.20258288874,283180.4308565451,84707.54116728422,144979.46925431775,181017.62971092618,144211.69225404836,46463.21424639597,68533.63622892498,97953.85514789194,50487.24694754631,97863.5980403914,14951.150291263253,17076.003114097606,0.12948724527906075,71094.60841195138
20,390277.9944605163,250624.86896254643,349819.8791240668,256882.53165328436,684126.642329125,148262.7072358619,144517.02145037436,123835.1158169014,123107.68203163164,60793.46657315207,174565.46592829865,96687.69813403624,17958.387723591673,29034.75643118385,22255.280265262616,6336.6720193712945,11220.599061126053,19240.091265284394,11141.64500954826,0.49674141923621906,57224.78299646546
21,391036.27775976126,305443.9181132568,343627.352226039,273381.3729048415,610109.3882027986,339872.62011153105,217916.37673452846,113362.2802531599,145798.93302601943,255969.8312872331,180977.53436602137,144323.38701068706,49553.70246617115,26760.419347067105,141628.22604833145,50763.87767243352,108754.73113720323,24338.401097325233,17248.69170322097,0.22575103982066858,65527.728230203196
22,381567.44743016484,237492.29081173893,359546.675979395,275987.30221886607,615506.4096768408,173947.34978234992,131440.43134937916,123309.18618034446,128815.04196389056,106167.07831892461,174513.05125338494,137608.706586616,45737.86277161664,8256.330300410078,22634.43200103283,6366.732864875456,11483.798879582675,43800.80331088214,11763.480052432691,0.4230063197442523,53886.47978853246
23,176524.7307329064,313420.80785581074,240373.83962791914,252609.6427968954,230653.28475638333,148174.89767121273,100268.31549830272,210247.31162398416,118723.24834060571,238325.0446751435,343436.6351847021,139214.49075099043,92272.18392553802,71138.86356704011,137164.76369788917,49654.03351497437,126174.80654659882,14467.0338062954,15192.728422814993,0.3447205987012192,33614.23268250667
24,389221.95981054485,298080.090653474,239943.57870799728,257438.5363957533,230653.28475638333,174905.92104974817,218489.1821426025,279789.4435846829,125300.44074227345,53502.13504225218,350043.39529891394,97858.4185641365,46441.82219633223,69753.45341360063,58399.26072284198,48581.93501907586,93482.74381507668,13222.495526042549,13697.443799169263,0.2874623041702621,40333.29191468119
25,389221.95981054485,409680.0729596589,240378.40124408551,272244.3664972875,230653.28475638333,163966.1937977537,100602.86444257203,211390.05186608245,120671.93949237498,145406.01465792404,350043.39529891394,97889.96872353909,38789.370314143845,6791.343429788896,57151.515977180024,93684.17430156488,126045.79949920892,18167.575848427525,14543.810756841849,0.23311270079646385,42177.133895625695
26,395618.54708069813,312528.5918356332,368751.25115197815,260076.6486946481,710020.7784764979,339735.2226840631,216232.32628249557,286303.9187980403,84694.76979044022,146519.6890729696,182976.30606244277,144305.91037054337,42205.10476089296,68533.63622892498,97336.27455392337,50487.24694754631,6920.000595651145,23633.028234867954,16330.406008438998,0.19926973480860488,72615.92733985296
27,174487.0222652795,313420.80785581074,240964.73415037,252609.6427968954,230653.28475638333,406998.92860976054,197665.380694688,210247.31162398416,118723.24834060571,238325.0446751435,177026.50459321134,139214.49075099043,16683.426518949433,29658.845255217446,16774.114244837052,49654.03351497437,126174.80654659882,19216.78858836727,13199.442309521013,0.3928338219003257,36442.536908352864
28,220367.38000226376,233530.30593843147,348375.3590474667,276522.7218596016,617296.1619656746,149296.5283532692,145137.07756558224,112346.12863377547,123841.29406604766,59666.062571156486,180921.69455409338,137777.01516801954,16348.954938066137,9000.08189825679,27218.058834785046,6358.826163806416,47250.86322736939,12774.478134392555,10510.615786445722,1.773794978546354,46452.666017614676
29,242257.06119395336,311571.0940776298,229136.13083999255,260602.79184349874,247407.51119784266,172895.45771723625,147334.3957950625,273495.8106462328,190797.53397544287,141511.52734805914,175033.9061216513,97227.26267567469,93162.88770809503,68226.03682332736,27135.12756944921,4269.313954626341,97842.23806720109,23672.928105509225,12490.621677359435,0.7078456245530979,31308.932619519674
30,223437.89960595185,311571.11390007933,227685.05453909337,260819.50386099907,247407.51119784266,173947.34978234992,147350.07884297907,212903.4830817734,190797.53397544287,144951.80427261122,175033.9061216513,97369.42434099686,41279.54455688347,68226.03682332736,24394.382149675977,4253.125756385158,97842.23806720109,23345.251570714252,11437.12261892158,2.3674841930723636,29329.482804644704
31,177767.75642396952,303828.8014065725,345960.1869138103,274726.1371770459,247720.14817217682,173438.68662628342,145947.91547125083,211063.10320396806,112581.75941899823,143349.76900329016,174660.52371788616,138653.92910586906,93179.89136718522,70432.06270163119,24433.165922511856,5279.028640116885,96933.4638143774,22433.907069329176,12170.134559403388,1.0098568326884085,32207.64509141594
32,240728.69846595995,233188.2319526857,345498.7914957261,273537.19376536895,566063.4457367351,164829.19579504605,144328.5015339241,112519.19705111484,193105.28287348093,55484.48883123395,180644.26877709242,96627.45277422451,94527.04260305403,30000.306810244187,18928.703853834362,6469.757414832318,22811.248270559066,11934.554325427385,11164.241954878298,0.8989063287021518,44538.93766733786
33,333206.6485968191,238049.47112037987,366440.99746060965,258677.9198080856,258137.75767730945,148236.67263764766,132334.42939936195,123345.60051884319,115916.01330294723,242866.83314559693,180953.5590585087,142788.42672894636,17511.974692537806,10728.685919603759,26983.906613074374,5799.28514807169,5074.158874521766,12868.532366102938,10276.383968378672,3.536480557754272,35907.9422638832
34,235032.29260711218,238071.14971525536,99910.94266596976,256855.07549046143,601793.1823056084,411515.307135111,194876.83045425065,32895.73566915406,122473.14423631226,104883.10741498788,181050.83511422033,143767.79456272503,17730.856013081924,29460.270594229198,22444.576104996355,6578.698855608784,24729.483005070608,19013.332142064595,10617.326831577928,1.6639865198859123,45700.67562385282
35,389221.95981054485,305368.919174184,239943.57870799728,272343.08016579464,224807.02500588645,174905.92104974817,218489.1821426025,279789.4435846829,125300.44074227345,53502.13504225218,348553.45574651344,97858.4185641365,46537.301316898905,69753.45341360063,58399.26072284198,50780.61387671622,93482.74381507668,24080.86243975011,13902.117982431342,0.2819381176195893,40879.367845094086
36,173149.46678245682,328102.05514587904,231609.69100148926,257106.66146740146,242854.57620400836,173767.96147905296,130315.3207842527,290633.38856399595,122482.53856742838,234882.24672751702,182973.15377545258,96555.38960192751,42423.938841476935,68569.2910927616,19384.47790868701,8497.925832908439,4340.258915240487,18109.08898327572,10912.899832059558,3.463239723538938,29962.975234664416
37,232753.22514309478,250425.35333351296,362931.6706798009,256961.66829905336,624181.4364661449,164259.70914698046,130206.73924624515,125228.85946285144,120114.89343146716,108300.21845894626,181022.88679403288,142728.7830542021,19032.74364003726,29097.881912509518,22491.49360110585,5683.903647196055,10577.310602224157,22153.608496151523,10844.311519530931,0.8099561195324289,48195.33240697296
38,167083.19509078536,311571.11390007933,241027.92783845338,252563.49545620268,229348.65009136623,173719.83467113893,199617.73943478175,210247.37118686535,120032.43092487738,146226.96106272418,175033.9061216513,137594.3986492731,93162.56244649975,71651.6196401299,18944.64506068443,2043.0557224638796,96982.98398198829,19428.331012011673,11790.751227873268,2.489637009492073,28106.7509510695
39,167083.19509078536,311571.11390007933,350503.9314674258,256991.75069412438,247407.51119784266,320216.4432265904,145608.02716387194,212903.4830817734,243570.1174351132,144951.80427261122,175376.46071019943,97876.95244138161,93218.49679488878,27828.64196607282,24394.382149675977,50789.4494595384,97767.89801945316,16417.441760389396,13439.455616080519,0.38094440781639327,37104.05114871776
40,373346.99415673135,313333.44324097736,231482.97753617202,258500.79327019994,222939.74477355962,147850.44433494852,144591.77040106396,127456.20351110285,120834.74464680477,233563.4482940833,144929.82046311197,96555.38960192751,42568.15559703008,114104.99587967586,122133.49088487378,6356.451704440043,661.3239435451715,19042.75247950668,11962.866728105198,1.3330921209685607,33777.775459959434
41,353651.51984593086,238071.14971525536,84723.68419189466,256871.93463519326,601793.1823056084,413706.0995913659,130321.38782436884,235565.85188755218,122530.82693339935,104883.10741498788,181050.3709753912,143767.79456272503,17732.749398678483,29460.270594229198,22444.576104996355,6585.7585735223975,24729.483005070608,23700.70741214994,11864.803177612628,0.4608638960193828,51108.4816610982
42,328074.1586306522,314600.824896153,229130.03812615064,150951.13114862022,248095.48214858878,147195.28727256367,146851.64425739762,215964.955377126,119993.42239643661,247394.65590819437,174688.73264594542,141432.66922045892,91122.90555628101,68492.26449070215,116228.75838480395,54109.28020213134,96861.81741227044,23374.511526478655,14220.663491487909,0.3751454985623641,32504.42169355302
43,166112.86302906938,328370.3472166797,237509.94119112022,256662.81814092526,243294.96245115317,147256.7462837661,145764.2032319657,280900.3792328541,120833.90632821126,237212.7129357939,182999.37472023742,141910.07477011337,42101.40243407345,69698.36450788418,23917.729395439783,8556.20704685007,9788.364185081575,12266.992434429318,11228.215284885066,2.522138618672111,30282.054079111836
44,385862.6346674384,313302.030359347,348320.059737597,96539.28562201049,254450.1992971618,148236.57532426415,185766.45966998406,285568.24383501644,84101.94489242988,57606.29479432536,179506.0038822572,143711.60108115253,40890.320529303586,49519.84770394716,27081.623615523466,5752.776976549545,11778.757737583956,11170.105801324495,10661.050928254583,3.34033478209594,35853.03992383872
45,331631.85425158485,249052.08450439526,231609.69100148926,258676.92130988205,243123.68377825944,147238.23310221956,130313.31093549613,215964.955377126,120821.77991212644,244131.5171983593,181254.4847697856,141513.8933723781,42423.938841476935,68486.01522405157,116228.75838480395,5538.7117782789455,4882.122582423326,19327.958883233903,11975.010891782757,1.0822448149304111,32626.851965607093
46,237660.470652222,310066.3192479058,229136.13083999255,260855.83285501052,247405.047996688,172885.30959543277,147350.07884297907,210340.6097830999,190797.53397544287,143344.12927259487,175031.7823157186,97148.7750255818,93179.78855713265,71261.30109638764,24614.26479516414,5291.909363506382,96932.555307097,44673.76563006164,12296.591737123215,1.1828364557619866,30037.549706206657
47,237367.60089895414,310066.3192479058,229136.13083999255,260887.92496777794,247405.047996688,172906.25815910829,147350.07884297907,210133.15630152787,190797.53397544287,142988.50072815391,348546.8730262342,97148.7750255818,93179.78855713265,78892.45204865489,24614.26479516414,50142.05182396167,96932.555307097,45119.31953351143,13957.781007942302,0.33939770005383885,34341.983153030655
48,245302.77352305458,312603.52072432905,237531.10219745088,256655.381024406,247175.75589980016,148196.1262454429,189246.76080533265,280154.7108240433,88306.0514756659,145112.67721323253,181313.97140202468,143462.9326782666,38672.20063691077,9388.24996376665,96994.31604443573,1037.4866110083437,10860.639631169033,18890.247371748253,10956.384458981733,2.7489586988342802,30615.579260735904
49,391068.8582780417,305443.9181132568,362212.3118910206,273158.4445014443,610109.3882027986,541637.932365258,144381.52315558898,113362.2802531599,143260.91878226493,255969.8312872331,180977.53436602137,144303.16233895576,49542.98284574341,26760.419347067105,26908.81426106391,50763.87767243352,106913.03156743414,24338.401097325233,16608.602250785985,0.16730869409540627,72069.6208710331
50,373823.888566821,405413.8851290371,360706.63039716915,173943.04191186052,687086.4593427898,558873.9797841037,145205.86788785234,206698.05417270388,137590.9181080165,56196.389444808454,173335.2813816485,142674.1723117289,45586.594146191346,30685.007752305984,106678.81124102976,48860.92991973464,22805.326999506193,20478.131766643328,16049.522772169139,0.22060703749659838,75331.93260024638
51,167083.19509078536,311571.11390007933,229133.6465676885,260819.50386099907,247407.51119784266,173797.06507959176,147350.07884297907,212903.4830817734,190797.53397544287,144951.80427261122,175033.9061216513,97227.26267567469,93162.88770809503,68226.03682332736,18944.64506068443,4269.313954626341,97842.23806720109,12125.14013753379,11689.004465172879,2.669555923255799,28186.009289417936
52,373895.97096388176,388421.88278685755,357078.5866004439,175138.72770564805,712055.0294169487,570826.4010092686,130058.14773992589,242490.57783341373,136525.50981154604,144582.26939942126,181059.77510558921,142712.04148928775,46800.99278239449,29725.190342498558,24911.8922961992,50316.48521175065,22381.89327511293,23579.941578035585,16036.548685261776,0.13599698868198695,78204.76273833687
53,240592.2677771455,310977.83648217504,240727.75442324026,275512.35748401744,243042.1013539211,148236.57532426415,189667.4669189473,285568.24383501644,84101.94489242988,250314.2119629915,168808.56256441487,143711.60108115253,22487.796490824167,65893.18297849118,26806.46705604173,1281.0564287086927,11715.2898641621,14522.412804893174,11328.259070947437,1.403147863641847,33094.872277380244
54,389425.87251761626,238934.07488724124,93713.8520984998,248843.88199622626,568734.9101946187,411494.3850209604,186587.02514495602,54904.21113034223,122491.5348322128,58720.08187891139,175378.37756592134,142813.48873784966,18040.043172617246,29460.270594229198,22444.576104996355,5561.648854929839,46899.75556198905,12487.213539237366,11004.629361171394,0.7440955843928626,48881.60564048249
55,167083.19509078536,311571.11390007933,231622.18692320382,258341.0966447178,230677.6141525016,173504.03368228915,146979.8216645357,210249.652751818,189154.85068892167,146226.96106272418,183122.63789456166,96854.9121499478,95134.75359978492,71035.55517856774,137246.24980186182,6318.383551735424,97813.66594750158,14626.187176210558,13037.11393533586,0.9419597197358069,28666.126687945045
56,194215.83977621104,303635.82684260304,345828.83346449706,154499.05778474407,247720.14817217682,173928.04020519264,145947.91547125083,217870.75257837152,114225.16917383697,142257.28128756452,175031.28213815324,138797.42606311612,93162.09647840321,68266.18157143398,116834.14568013673,57155.59195033127,97842.23806720109,23086.02550073218,13518.146359402612,0.7601314254778553,30100.37795640472
57,361737.4371535337,388421.88278685755,357078.5866004439,175135.4771912236,709798.561561615,570871.728123422,130058.14773992589,242490.57783341373,136525.50981154604,144582.26939942126,181059.77510558921,122058.13525418052,46800.99278239449,29426.789540727474,23814.762551596505,50316.48521175065,22355.931631577565,23579.941578035585,15786.619119922618,0.1871258254400422,77135.28706655998
58,385745.25727780734,249615.912728229,360217.8227655764,259964.51354884933,686934.2829964643,149364.11974035416,144588.72273899044,123835.1158169014,123107.68203163164,60793.46657315207,174565.46592829865,96687.69813403624,17958.387723591673,29034.75643118385,22255.280265262616,6336.6720193712945,4829.183755771137,19032.158958170123,11138.646075048668,0.5269282380356379,57783.432592402554
59,165839.047781305,305487.85579821334,237354.5931471972,260355.82841396163,243294.96245115317,147274.8777529629,145800.14133449396,206184.15795499715,120833.90632821126,240765.05653399948,173279.81227918324,141902.30442171442,95106.18449761046,68477.4711172098,23916.881556952292,56119.900263863885,95418.7381166489,12535.148245491406,12846.568254968106,1.6185272348190618,29130.221268300837
60,225590.7107318345,237347.2717913083,99939.21479241872,258766.31314479222,568734.9101946187,411494.3850209604,195164.72969082004,50166.857646076074,122483.42847389802,104672.89371101857,175484.61790255414,142813.48873784966,17794.46805128704,29460.270594229198,22444.576104996355,5561.825444029067,46484.40777462253,12487.213539237366,10609.690876689137,1.727541835839466,43307.505312097426
61,385862.6346674384,234865.55159787575,348320.059737597,268915.86713112553,254450.1992971618,148976.65084905704,185766.45966998406,285568.24383501644,83552.97215039877,57606.29479432536,179492.12010799878,143711.60108115253,40641.509127759964,49581.62631333708,27078.85174458376,5841.435070049126,20872.073706510164,11170.105801324495,10972.54172874757,1.2642669644775855,37984.57127582679
62,178879.49103389456,328102.05514587904,237431.47311022598,260024.27592888885,243286.13264546488,147238.23310221956,130272.17102228121,212028.98513586607,120834.74464680477,240419.69886247322,182973.15377545258,96555.38960192751,43236.665811576175,68486.01522405157,117845.7796774506,8464.106568195726,4882.122582423326,23176.510381956792,11492.760788968819,2.8412045330210844,29178.917264584732
63,396199.2222410008,302140.51205573935,337521.7341869631,256555.08140437616,700494.5073562225,339735.2226840631,217608.16508911975,213018.16029430946,185161.66382684797,252906.02018085547,180750.5764105555,143767.83474180457,46419.83185960303,64765.03951127704,26785.435839221722,50489.15586793561,23806.478573915167,23677.30490919201,16420.769772113385,0.15208458203131647,72128.01078859645
64,378443.54213789647,305390.62858235993,342629.557694255,256333.35400233732,610610.848654792,339735.2226840631,217917.3334517481,282076.8029265881,83788.5676117467,258761.05653667092,180977.23761471352,144211.69225404836,49647.591348763744,68198.2125226687,97520.2947878491,50767.88353130553,106598.84557656111,14602.272654167897,17456.720739213695,0.0986643431560481,65910.97361157979
65,178879.49103389456,328102.05514587904,231677.72000216652,258359.83909705438,222721.75379093306,149396.65204347807,146980.63183345128,212028.98513586607,120834.74464680477,231907.51832418703,182973.15377545258,96555.38960192751,43862.81103185116,68446.16942637466,137063.41092710887,6356.451704440043,5004.810148565797,19042.75247950668,11614.699113454664,3.0463816539712765,28685.194458796734
66,193488.57275018137,303327.04224649555,343363.6235879352,157914.19316952175,248769.80571612378,173928.04020519264,145947.91547125083,217975.8389206042,114238.46478993523,237600.31707910265,170736.8681377449,138797.42606311612,93162.09647840321,68266.18157143398,115388.37937815196,57155.59195033127,96187.16371331643,23086.02550073218,14127.524022875074,0.41578088791277956,32006.81301102366
67,390253.0758262654,398214.08710133494,357083.8598938724,165707.55051218867,259844.8616301481,148236.57532426415,185766.45966998406,241181.02593541736,87749.29991988325,58491.158060976006,180951.17586066222,142677.492595624,46972.51151686236,29417.504514115517,22419.665665971123,5752.776976549545,14636.518665083975,12796.6331486625,11020.144533091065,1.2352900223253775,39620.929687330405
68,244633.81531748822,311571.11390007933,229133.6465676885,260819.50386099907,247407.51119784266,173947.34978234992,147403.697137768,216639.1840712929,123992.7413077864,144951.80427261122,174825.70467748315,97876.95244138161,93162.88770809503,31300.67228328975,22403.55052306421,6371.0769558004895,97842.23806720109,23320.437659615458,11350.262213784232,2.8695968215938885,28961.293176372816
69,390277.9944605163,250624.86896254643,349819.8791240668,256111.79283034903,611415.3682752161,148262.7072358619,144269.21454319678,123835.1158169014,122468.85665870999,60793.46657315207,174565.46592829865,96687.69813403624,17958.387723591673,29034.75643118385,22255.280265262616,6336.6720193712945,11220.599061126053,24413.868318743072,10801.294396195673,0.6728696640303806,51871.279158055615
70,413676.78379148,404463.7587508987,360706.63039716915,273393.1674334429,681296.3838329816,558873.9797841037,145795.73823149785,207285.81731189808,140120.48283570705,56196.389444808454,173335.2813816485,142674.1723117289,45586.594146191346,30685.007752305984,23976.867383850404,57087.82459320909,22805.326999506193,15004.91651729537,15844.392145397638,0.15678110664518818,79356.23381252987
71,245302.77352305458,312603.52072432905,237531.10219745088,260385.2950331528,247175.75589980016,148196.1262454429,189660.19191655694,280154.351073544,88306.0514756659,148664.1496778981,181313.97140202468,143459.38934008728,38672.20063691077,8173.630147816562,96994.31604443573,604.9266889850378,10860.639631169033,18890.247371748253,10982.477967914434,2.6189778581185985,30807.003786613728
72,220881.79080454624,233530.30593843147,348375.3590474667,276904.93103495595,688544.9972404137,149296.5283532692,145139.00791312,112346.12863377547,123841.29406604766,56091.41752242442,180766.40958701883,142662.54248705524,16348.954938066137,9000.08189825679,27218.058834785046,6358.826163806416,23110.094838637837,12774.478134392555,10667.819652479187,1.1839227786882254,51699.38916655792
73,374951.24500514794,312604.3324542215,237531.10219745088,256655.381024406,213551.71661260724,147527.37041353137,189246.76080533265,280189.3833520764,127187.48039447074,144158.42127586665,181313.97140202468,143462.9326782666,38497.29894640856,5280.970639274856,97967.15106472107,1500.0839981600657,10860.639631169033,13377.954732869948,11563.350451341517,0.851537939089507,35395.891562959325
74,175243.7431689397,311630.25244583184,242839.04950448006,248007.27231776126,230214.02045064943,148153.94910753722,146669.4414237643,210349.67876332352,118709.95272450747,143337.1853657125,175030.43048922528,139214.49075099043,92272.18392553802,71087.90544222927,138610.52788823313,4816.840817884389,96986.59417237675,14021.480643469018,12740.39583415011,1.735803608363826,27610.225461308302
75,385862.6346674384,235065.06722690922,348320.059737597,268915.86713112553,254450.1992971618,148236.57532426415,185766.45966998406,285568.24383501644,83552.97215039877,57606.29479432536,179492.12010799878,143711.60108115253,40890.320529303586,49519.84770394716,27082.803821550286,6344.725216511982,11370.649008621014,11170.105801324495,10893.360934950422,1.459422712094815,37962.72497637342
76,373823.888566821,405413.8851290371,360706.63039716915,173943.04191186052,687086.4593427898,561165.474554758,145205.86788785234,206698.05417270388,137590.9181080165,54188.15523766223,181154.3299164107,142651.06773683705,45586.594146191346,30655.696847538555,105245.4348183363,48860.92991973464,24614.21766951619,20373.48516669492,16087.540531012397,0.21203415988066476,75553.99074515037
77,373823.888566821,405413.8851290371,360679.97212468507,173943.04191186052,687086.4593427898,558873.9797841037,185496.09055270132,211048.20402426698,137590.9181080165,56988.5285609012,173320.62129396456,142674.1723117289,45545.02956911542,49774.76164516184,104709.5899773142,48860.92991973464,23035.17401136544,10207.120060543766,16324.143329714403,0.16392802680020535,76209.31740518614
78,384510.63141567283,250425.35333351296,379248.7370765873,256882.53165328436,601454.8641525471,173947.34978234992,144512.66548847768,123835.1158169014,120751.67847231361,60724.80505127914,174565.46592829865,137609.97219631934,17709.57632110776,29096.535040573614,22085.60477968419,5833.38187290844,10577.310602224157,19240.091265284394,11182.404379843978,0.5056466697658148,53192.690162345236
79,373823.888566821,405413.8851290371,360676.1759407629,173943.04191186052,687086.4593427898,558873.9797841037,145205.86788785234,211034.07568381476,137590.9181080165,56977.92636393933,173335.2813816485,142674.1723117289,45586.594146191346,49854.79633871587,106674.43387931115,48860.92991973464,22805.326999506193,20478.131766643328,16251.989280855656,0.17549741396848706,75493.42803010077
