sol,Gen_at_10_1_kw,Gen_at_26_1_kw,Gen_at_65_1_kw,Gen_at_66_1_kw,Gen_at_69_1_kw,Gen_at_80_1_kw,Gen_at_25_1_kw,Gen_at_49_1_kw,Gen_at_59_1_kw,Gen_at_61_1_kw,Gen_at_100_1_kw,Gen_at_12_1_kw,Gen_at_31_1_kw,Gen_at_46_1_kw,Gen_at_54_1_kw,Gen_at_87_1_kw,Gen_at_103_1_kw,Gen_at_111_1_kw,cost_dh,voltage_deviation_pu,emissions_ton_h
47,257935.94733332662,267163.27586939593,406975.99121966335,329111.81446088094,615592.1811396576,375414.59014044923,300682.7652421122,194340.12085734427,203590.14580550708,131440.2276843881,163107.95701441506,118278.81879471279,5447.339526038377,3522.7489713051546,36205.936150928974,19368.75265961432,26191.3334789034,4127.934359117961,13889.097145781463,0.8895701615440657,65159.63441928091
48,276138.61129546067,350498.81895115494,336099.1650196812,226727.87112820306,247509.87544814323,288406.2257199856,258445.02724055934,290950.6373925513,203727.19380490753,132333.8786780082,143306.29622935737,139214.80665826285,79242.0256638549,6167.621998094386,98987.9650359705,20441.107549940676,116358.89441318455,98798.17244386926,15791.0349610271,1.9815058360556888,42905.9803598316
49,291700.6513640802,278031.70157107234,403927.39268530306,339167.952873904,742939.5791742057,445839.6306244738,215025.08701165306,196886.0449836177,204208.43987073094,164593.89079873095,156390.45968447448,123583.19942017141,38928.039538713245,4939.42320394168,33136.88998370493,19714.332898128625,23856.60646526146,4011.448372421333,15148.428353462832,0.18148642702467999,77470.81510373976
50,244964.4466336,331405.4198028326,255730.6731770887,241368.31159801278,408259.6071942194,374526.6322762273,258998.7714091311,284491.94390203524,127125.84570509917,131419.84575011494,162919.16619166094,126363.19643082833,89734.62129956207,110676.8710512221,87908.50029420663,74903.25723989564,37320.51218647465,104090.54265249593,16621.96658035755,1.0284120536308878,45939.91178258636
51,280085.7898183877,267088.6548445426,417181.8945987578,365788.5424048148,505458.60335456295,434760.2643215882,257784.1299644396,276527.779255233,127126.25719652037,100045.03056556865,156842.51169049132,139222.07040421013,13133.773624314723,6775.291834920594,41246.28539351381,19499.06178327634,27768.358583531895,5075.7228612456065,13807.571707965611,1.0952700382512806,61932.77236108595
52,277968.5583747833,267103.87430055713,408267.6143985282,336010.4851281089,580347.4824353413,376114.5100203459,304967.669917613,201957.07212605252,204398.40870969417,100876.61841856362,155578.24142536984,118101.85003291446,76627.52674357903,90644.9447983666,99004.68835455725,19371.911054101027,24183.06599140978,4564.903842304782,15862.554083599427,0.26622093215377174,64702.04615534995
53,291700.6513640802,278105.67018107465,409226.25049844536,342197.61790526944,743417.1508467254,445839.6306244738,215025.08701165306,196886.0449836177,204220.59239049943,164911.74118305527,156396.6020507438,123391.80185584165,38928.039538713245,34555.310468960175,36023.025487503895,19782.436578100478,24090.12610594048,6512.225964559668,15478.513990687856,0.13077484866549716,78005.12921394565
54,279243.7586013366,280101.88419834303,396950.36218700977,368390.4310500757,263490.3284233824,375402.4350663122,305927.66829223227,284526.03618139384,200918.76602758674,162165.09859513087,164877.07882401138,136578.8378657434,47566.67919178871,111136.67378337018,32087.7730630184,16132.904124209792,26461.344612044173,104559.95732328005,16159.429649023312,0.3549840186027188,53979.38395702363
55,291700.6513640802,277907.73801004404,403927.39268530306,236150.31249977218,742939.5791742057,444720.5735217971,215025.08701165306,196886.0449836177,204208.43987073094,164089.43849760306,155946.41577858714,123583.19942017141,38928.039538713245,4939.42320394168,31847.764213766488,19714.332898128625,23856.60646526146,69560.67731561554,15370.655286192545,0.2174564365418884,73829.71300634749
56,246318.56141439496,267148.3976560733,407860.9852390566,335486.36472564325,271721.0303492081,375472.38729300455,257222.66617342323,297029.33634928183,204281.00724922307,131396.16839408522,162968.88962058557,123746.67517839024,89181.68873837663,113738.95642881657,87284.81894864711,20467.53206739063,109332.75988349339,111911.91555731694,17641.118824585596,0.3074190312333587,51227.2295712372
57,294039.8771755726,267019.1325689635,334877.04366743035,338742.63872062997,249274.2029502241,455156.67986882647,221164.250669093,280406.90848564176,204264.84128474706,100446.03231230774,156223.122792748,123945.15966524027,38928.039538713245,91005.5015760671,36125.90278020004,20070.432526348977,24054.809872415848,4156.676752081276,13622.876770037059,3.448243419236069,47898.14564132701
58,439880.9948160392,273977.7882288912,407946.6669750991,382698.27003406687,616536.0383017665,439079.5837568247,215260.718966813,197161.92518440826,142887.5685100878,101765.00965480121,156072.967946116,128532.50885539936,7778.586466723495,59554.46207854603,36102.13657638658,19219.339155229,24879.69532276099,7397.220564465933,14818.76695150895,0.24547821474979503,74735.1891063635
59,277968.5583747833,267104.27409703704,338367.9920337252,234736.08467278598,250860.33146302108,295100.695594296,304847.4748523067,285478.15936349006,204411.22654037757,100902.98913932742,170617.02552262577,129907.58578878442,76627.52674357903,90644.9447983666,98958.5075663207,12574.162426851903,28094.820621304018,68246.01940597672,14735.54491433041,2.7747711638584485,41860.27339017649
60,276086.56307839206,271817.01814348734,409230.9869164967,367737.2819052424,267156.6705335782,293432.647514291,302056.7018975511,285487.15711278707,132438.63492844353,131113.6606788951,162842.02359155894,150889.15084865186,90268.24127705955,90510.49925774772,34605.51001907607,20335.140399094467,37037.105173918644,4686.617801545507,14546.648369844232,1.537352629559248,49594.46534498182
61,281398.2428270306,267024.7857756102,409301.0772795483,367932.9641646965,502061.12484154373,379098.53600690997,213714.747194666,196886.0449836177,203755.78792821863,163732.02828613322,156072.967946116,123402.69362082769,88828.58546782873,62974.249010285545,36398.06693189744,74829.25262306958,24164.032157812464,106835.77034327717,16819.180539106703,0.2595086038065698,60192.346094211935
62,284530.9196465111,270391.5718325032,336099.1650196812,239110.24713379858,251535.59184054285,288310.5852149307,258445.02724055934,290950.6373925513,207722.89830093776,100555.2552450144,143306.29622935737,139139.57585920006,79304.14286232686,92001.4810787522,98987.9650359705,31374.987726458327,34250.34171591604,98798.17244386926,15258.251848235412,2.8377429555657607,40892.506073641656
63,291658.96389257495,267337.09806440247,410333.5325490466,232433.3179582864,249872.47168995228,293292.4503093455,304967.5663392459,285279.75626752805,207090.65962331527,129803.40784500222,155589.12086603578,123848.17342934597,89938.98824141563,2116.7552042243915,99002.67605766724,19714.7392301753,24947.23460110981,69571.35680420988,14601.147087525771,2.292421556146227,45483.308575922005
64,279275.77195339324,280101.88419834303,396787.9613046062,241183.01756838412,263490.3284233824,375402.4350663122,305927.66829223227,284528.8491991371,203853.09726651857,162165.09859513087,164877.07882401138,152346.2673712143,90455.234133371,111136.67378337018,32087.7730630184,73858.89414529137,26461.344612044173,104559.95732328005,17157.106103156064,0.47809903415469945,49707.43553040262
65,442389.86015524995,316663.59000595834,270426.97756681166,235886.94374613164,622682.5070007882,446041.778652703,138400.26196657462,284675.01755457325,140926.93266093038,99985.08764764747,165054.02264455138,136626.91455286706,91842.232719246,44339.25508201798,87968.47440480141,49195.47402865439,38024.73625802786,114219.42256837476,17199.769344093424,0.11157920449667735,66536.56542351724
66,444822.702606361,332040.75089627417,482095.7759376339,238470.96918835634,620843.9065634041,318580.07098349073,127386.77252031676,197985.65316817033,208758.73650787625,100386.21229048222,162682.9917811007,95868.94907109301,89304.15067927667,93595.18154794922,36094.155167686775,62623.498211089005,34460.45789262289,70038.80106921558,16841.300151503594,0.12322055876764648,71558.20991134866
67,284933.2256427994,267088.6548445426,403562.8530264892,365788.5424048148,505458.60335456295,366819.8097193559,215291.7688420318,276979.6797837137,128165.2744406736,100609.48014608858,154114.34702226863,139222.07040421013,13133.773624314723,63319.40533185988,41491.18451289422,4825.097573327136,27755.00641796707,4839.408515184357,13550.573301954428,1.5540013418060972,57956.81749230763
68,279243.7586013366,280555.024511122,397763.2843613087,368371.44992458087,260486.3961583011,292877.7707424454,303884.49073453085,216427.28400918256,200827.93902449633,162165.09859513087,164877.07882401138,136586.7875563943,47566.67919178871,110658.96996497299,41865.33601841004,16132.904124209792,26461.344612044173,104209.21665066417,15436.229777499073,1.07036157370741,50016.45102905135
69,283641.73157592234,274162.7721454062,267725.99856361223,241383.26302183678,694944.3704422878,435190.2097923253,215328.11370681183,285610.9601898971,203703.83176510932,168250.34296707253,274083.0303335235,122228.3783749959,89963.2534677707,48137.70855176516,34546.26124220321,5611.800606458125,27192.476821113953,104903.27391336954,16901.349828546165,0.1616233939625744,68190.83482262763
70,444831.387900814,332040.75089627417,482095.7759376339,238973.24500224687,620843.9065634041,394931.72690468933,137711.36439767564,296180.9497945327,207724.52419598034,100435.546906639,162682.9917811007,93329.68283372957,51765.14336982262,43966.91991952849,36221.88800759434,17150.404385283884,34617.052358085064,14420.362917781062,15597.014079784,0.08651587217404277,75100.04685457678
71,276179.92221953964,280336.5074427754,335926.34607308847,235538.66311373067,251529.55855308683,287108.41254028474,301900.90665481,285862.2224586547,203599.5717316135,100555.2552450144,275626.6534425239,118007.98153030429,89858.5145799697,44466.09880856143,98986.3606564044,31001.567955030056,27246.880451321507,98798.17244386926,15502.687174661029,1.590904248114795,43765.735377328325
72,277659.3711054776,351384.2972811815,318920.9371729243,366160.6702261174,501405.1936607657,290836.3950593112,207351.20218886004,217768.8302891697,203582.15160905066,162963.2443384633,165732.0373895198,139217.6561255194,9631.369486498417,59511.2119513181,31648.265365455893,919.1376819931411,24437.24080146627,4124.501666297873,13501.321147201625,1.8988859992948144,54698.26781526686
73,243777.23985075994,350304.91667772824,319860.10613985563,366548.8983907713,491996.9152017281,439563.77922839276,215199.9238897328,196886.0449836177,203755.78792821863,131434.4827409391,166540.6789472395,123402.69362082769,14261.91374156491,412.815249890546,41958.12700436758,5114.707427316382,24163.5304648926,4272.687399976188,13226.261317655539,1.8606010279544112,56967.51172563079
74,277659.3711054776,350791.5275536094,318419.342928315,366160.6702261174,502128.2345432415,290836.3950593112,207351.20218886004,217675.38919348945,204537.608645386,163234.4582661074,165732.0373895198,139217.6561255194,9631.369486498417,59946.78787713518,41075.777294678264,25.077266288673854,24437.24080146627,3480.6445425122365,13580.689037566333,1.8292238230654534,54758.550876872396
75,444822.702606361,349204.99585392553,482536.0055530055,238470.96918835634,611002.835547878,318580.07098349073,261242.65097841815,182196.83717470575,208758.73650787625,100358.2616792262,162654.16822984302,97096.20994168964,89304.15067927667,97242.60099090246,35975.48960501907,12107.572951184575,23657.49416589819,70038.80106921558,16657.517765852343,0.0962001048143537,74002.56642245932
76,291658.96389257495,267019.1325689635,334877.04366743035,338850.76413166715,249274.2029502241,455156.67986882647,313405.20773502503,196886.0449836177,204264.84128474706,100375.00947334124,156223.122792748,123945.15966524027,38928.039538713245,90198.66948470414,36125.90278020004,20070.432526348977,24054.809872415848,6303.13520079969,13613.33126728206,3.0599994332365408,49010.41863847496
77,270288.2707479261,267170.58910545567,409301.0772795483,367932.9641646965,475838.78359365056,439673.1726939395,215260.718966813,196665.3432470146,201654.79128888363,166098.30543637037,257663.00437086372,124220.40438854665,8005.032030235941,61881.95638942809,36330.612567430675,4554.917849425698,24164.032157812464,10937.779846825404,14428.381928597224,0.5984144687971763,61418.3800414164
78,281454.09893080825,267036.49298796966,318419.342928315,366565.33697589743,613027.3064912253,293372.37597474543,304513.38401382853,182454.815166904,149274.39330416612,133649.17367450832,165235.19874530143,150194.67399611155,87624.14313283775,64295.178298451356,100923.0830373464,20412.25834674686,24164.210869720904,107977.66668609215,16498.749231772217,0.21178179376388473,61811.24501866453
79,283235.7078962506,351333.09321073,335097.06989645364,239381.9739361845,617865.3654561178,294341.1101049513,260602.04197419665,287904.7969818878,203736.11865058157,100579.80163244696,156534.10041575256,138808.13609239846,90421.27093497555,51600.12516447643,98879.31964879858,20488.424344929736,26253.282652280286,100871.34910897285,16737.354788401528,0.17430485888966962,61077.741245598954
